CodigoProduto;SaldoDisponivel;ID Tiny_x;Preço padrão_x;Código (SKU)_x;Preço padrão_y;Código (SKU)_y;Preço padrão;ID Tiny_y
8.24.149.39.07;0;914223511;256.3;8.24.149.39.07;256.3;8.24.149.39.07;256.3;914223511
8.24.149.40.18;0;914223516;256.3;;;;0.0;914223516
8.24.149.41.10;0;914223522;0.0;8.24.149.41.10;256.3;8.24.149.41.10;256.3;914223522
8.24.149.42.11;0;914223527;256.3;;;;0.0;914223527
8.24.149.43.18;0;914224899;0.0;8.24.149.43.18;256.3;8.24.149.43.18;256.3;914224899
8.24.149.44.76;1;914225058;256.3;8.24.149.44.76;256.3;8.24.149.44.76;256.3;914225058
8.24.149.45.57;0;914223545;256.3;8.24.149.45.57;209.5;8.24.149.45.57;209.5;914223545
8.24.149.46.07;0;914225104;209.5;8.24.149.46.07;209.5;8.24.149.46.07;209.5;914225104
8.24.149.47.16;0;914223566;209.5;8.24.149.47.16;209.5;8.24.149.47.16;209.5;914223566
8.24.149.48.18;0;914223611;209.5;8.24.149.48.18;199.0;8.24.149.48.18;199.0;914223611
8.24.149.49.10;0;914225213;199.0;8.24.149.49.10;209.5;8.24.149.49.10;209.5;914225213
8.24.149.50.11;0;914225093;209.5;;;;0.0;914225093
8.24.149.51.18;0;914223654;0.0;8.24.149.51.18;209.5;8.24.149.51.18;209.5;914223654
8.24.149.52.76;1;914223668;209.5;8.24.149.52.76;209.5;8.24.149.52.76;209.5;914223668
8.24.149.53.06;3;914223699;209.5;8.24.149.53.06;77.2;8.24.149.53.06;77.2;914223699
8.24.149.54.07;1;914223714;77.2;8.24.149.54.07;77.2;8.24.149.54.07;77.2;914223714
8.24.149.55.18;0;914223745;77.2;8.24.149.55.18;77.2;8.24.149.55.18;77.2;914223745
8.24.149.56.07;0;914224575;77.2;8.24.149.56.07;89.2;8.24.149.56.07;89.2;914224575
8.24.149.57.07;0;914224592;89.2;8.24.149.57.07;89.2;8.24.149.57.07;89.2;914224592
8.24.149.58.57;0;914224627;89.2;8.24.149.58.57;89.2;8.24.149.58.57;89.2;914224627
8.24.149.59.11;0;914224642;89.2;8.24.149.59.11;89.2;8.24.149.59.11;89.2;914224642
8.24.149.60.11;0;914219756;89.2;;;;0.0;914219756
8.24.149.61.10;0;914223761;0.0;;;;0.0;914223761
8.24.149.62.76;2;914224379;0.0;8.24.149.62.76;160.8;8.24.149.62.76;160.8;914224379
8.24.149.63.07;0;914224418;160.8;8.24.149.63.07;160.8;8.24.149.63.07;160.8;914224418
8.24.149.64.07;1;914224505;160.8;8.24.149.64.07;160.8;8.24.149.64.07;160.8;914224505
8.24.149.65.18;1;914224446;160.8;8.24.149.65.18;160.8;8.24.149.65.18;160.8;914224446
8.24.149.66.18;1;914224474;160.8;8.24.149.66.18;160.8;8.24.149.66.18;160.8;914224474
8.24.149.67.07;2;914224235;160.8;8.24.149.67.07;154.9;8.24.149.67.07;154.9;914224235
8.24.149.68.18;1;914224267;154.9;8.24.149.68.18;154.9;8.24.149.68.18;154.9;914224267
8.24.149.69.11;1;914224290;154.9;8.24.149.69.11;154.9;8.24.149.69.11;154.9;914224290
8.24.149.70.18;1;914224303;154.9;8.24.149.70.18;154.9;8.24.149.70.18;154.9;914224303
8.24.149.71.76;0;914224338;154.9;8.24.149.71.76;154.9;8.24.149.71.76;154.9;914224338
8.24.149.72.57;1;914224657;154.9;8.24.149.72.57;142.9;8.24.149.72.57;142.9;914224657
8.24.149.73.07;0;914224672;142.9;8.24.149.73.07;142.9;8.24.149.73.07;142.9;914224672
8.24.149.74.07;1;914224695;142.9;8.24.149.74.07;142.9;8.24.149.74.07;142.9;914224695
8.24.149.75.18;0;914224725;142.9;8.24.149.75.18;142.9;8.24.149.75.18;142.9;914224725
8.24.149.76.10;0;914224736;142.9;8.24.149.76.10;142.9;8.24.149.76.10;142.9;914224736
8.24.149.77.11;1;914224751;142.9;8.24.149.77.11;142.9;8.24.149.77.11;142.9;914224751
8.24.149.78.18;2;914224770;142.9;8.24.149.78.18;142.9;8.24.149.78.18;142.9;914224770
8.24.149.79.76;2;914224787;142.9;8.24.149.79.76;142.9;8.24.149.79.76;142.9;914224787
8.24.169.01.11;3;914969699;142.9;8.24.169.01.11;449.9;8.24.169.01.11;449.9;914969699
8.24.169.02.11;1;914969713;449.9;8.24.169.02.11;699.0;8.24.169.02.11;699.0;914969713
8.24.169.03.11;0;914969737;699.0;8.24.169.03.11;699.0;8.24.169.03.11;699.0;914969737
8.24.18.01.07;11;811851462;699.0;8.24.18.01.07;59.0;8.24.18.01.07;59.0;811851462
8.24.18.02.06;0;812028293;59.0;;;;0.0;812028293
8.24.18.03.06;0;812028256;0.0;;;;0.0;812028256
8.24.18.04.18;0;811861810;0.0;;;;0.0;811861810
8.24.18.05.18;0;811851467;0.0;;;;0.0;811851467
8.24.18.06.06;0;812028283;0.0;;;;0.0;812028283
8.24.18.07.16;0;811998189;0.0;;;;0.0;811998189
8.24.20.01.00;0;811862705;0.0;;;;0.0;811862705
8.24.20.01.18;0;811862729;0.0;;;;0.0;811862729
8.24.23.02.69;0;811861030;0.0;8.24.23.02.69;23.9;8.24.23.02.69;23.9;811861030
8.24.23.03.18;0;811861050;23.9;8.24.23.03.18;23.9;8.24.23.03.18;23.9;811861050
8.24.23.04.02;0;811853500;23.9;8.24.23.04.02;6.9;8.24.23.04.02;6.9;811853500
8.24.23.05.18;0;811853527;6.9;8.24.23.05.18;6.9;8.24.23.05.18;6.9;811853527
8.24.23.06.18;0;811853614;6.9;8.24.23.06.18;6.9;8.24.23.06.18;6.9;811853614
8.24.23.07.08;2;811853698;6.9;8.24.23.07.08;6.9;8.24.23.07.08;6.9;811853698
8.24.23.08.110;0;811853479;6.9;8.24.23.08.110;6.9;8.24.23.08.110;6.9;811853479
8.24.23.09.16;0;811853417;6.9;8.24.23.09.16;6.9;8.24.23.09.16;6.9;811853417
8.24.23.10.07;1;811853466;6.9;8.24.23.10.07;6.9;8.24.23.10.07;6.9;811853466
8.24.23.11.07;1;811853446;6.9;8.24.23.11.07;6.9;8.24.23.11.07;6.9;811853446
8.24.23.12.69;0;811861270;6.9;8.24.23.12.69;29.9;8.24.23.12.69;29.9;811861270
8.24.23.13.18;0;811861283;29.9;8.24.23.13.18;29.9;8.24.23.13.18;29.9;811861283
8.24.23.14.02;0;811853887;29.9;8.24.23.14.02;8.9;8.24.23.14.02;8.9;811853887
8.24.23.15.18;0;811853921;8.9;8.24.23.15.18;8.9;8.24.23.15.18;8.9;811853921
8.24.23.16.18;3;811853964;8.9;8.24.23.16.18;8.9;8.24.23.16.18;8.9;811853964
8.24.23.17.08;0;811853977;8.9;8.24.23.17.08;8.9;8.24.23.17.08;8.9;811853977
8.24.23.18.110;0;811853867;8.9;;;;0.0;811853867
8.24.23.19.16;0;811853731;0.0;8.24.23.19.16;8.9;8.24.23.19.16;8.9;811853731
8.24.23.20.07;0;811853841;8.9;8.24.23.20.07;8.9;8.24.23.20.07;8.9;811853841
8.24.23.21.07;0;811853819;8.9;8.24.23.21.07;8.9;8.24.23.21.07;8.9;811853819
8.24.23.22.69;0;811863879;8.9;8.24.23.22.69;35.9;8.24.23.22.69;35.9;811863879
8.24.23.23.18;0;811863928;35.9;8.24.23.23.18;35.9;8.24.23.23.18;35.9;811863928
8.24.23.24.02;0;811999863;35.9;8.24.23.24.02;19.9;8.24.23.24.02;19.9;811999863
8.24.23.25.18;0;812000058;19.9;8.24.23.25.18;19.9;8.24.23.25.18;19.9;812000058
8.24.23.26.18;0;812000276;19.9;8.24.23.26.18;19.9;8.24.23.26.18;19.9;812000276
8.24.23.27.08;0;812000474;19.9;8.24.23.27.08;19.9;8.24.23.27.08;19.9;812000474
8.24.23.28.110;0;811999677;19.9;8.24.23.28.110;19.9;8.24.23.28.110;19.9;811999677
8.24.23.29.16;0;811999464;19.9;8.24.23.29.16;19.9;8.24.23.29.16;19.9;811999464
8.24.23.30.07;3;811999556;19.9;8.24.23.30.07;19.9;8.24.23.30.07;19.9;811999556
8.24.23.31.07;0;811999510;19.9;8.24.23.31.07;19.9;8.24.23.31.07;19.9;811999510
8.24.23.32.69;0;811863983;19.9;;;;0.0;811863983
8.24.23.33.18;0;811864040;0.0;8.24.23.33.18;44.9;8.24.23.33.18;44.9;811864040
8.24.23.34.02;0;812001077;44.9;8.24.23.34.02;19.9;8.24.23.34.02;19.9;812001077
8.24.23.35.18;0;812001275;19.9;8.24.23.35.18;19.9;8.24.23.35.18;19.9;812001275
8.24.23.36.18;0;812001513;19.9;8.24.23.36.18;19.9;8.24.23.36.18;19.9;812001513
8.24.23.37.08;0;812001736;19.9;8.24.23.37.08;19.9;8.24.23.37.08;19.9;812001736
8.24.23.38.110;0;812000842;19.9;8.24.23.38.110;19.9;8.24.23.38.110;19.9;812000842
8.24.23.39.16;0;812000733;19.9;8.24.23.39.16;19.9;8.24.23.39.16;19.9;812000733
8.24.23.40.07;0;812000778;19.9;8.24.23.40.07;19.9;8.24.23.40.07;19.9;812000778
8.24.23.41.07;0;812000754;19.9;8.24.23.41.07;19.9;8.24.23.41.07;19.9;812000754
8.24.23.44.114;0;811861313;19.9;8.24.23.44.114;24.9;8.24.23.44.114;24.9;811861313
8.24.23.45.62;2;811861296;24.9;8.24.23.45.62;24.9;8.24.23.45.62;24.9;811861296
8.24.23.46.07;0;811861575;24.9;8.24.23.46.07;44.9;8.24.23.46.07;44.9;811861575
8.24.23.47.10;0;914220620;44.9;8.24.23.47.10;274.9;8.24.23.47.10;274.9;914220620
8.24.23.48.07;2;914221600;274.9;8.24.23.48.07;75.9;8.24.23.48.07;75.9;914221600
8.24.23.49.11;5;914221605;75.9;8.24.23.49.11;75.9;8.24.23.49.11;75.9;914221605
8.24.23.50.18;0;914221620;75.9;8.24.23.50.18;75.9;8.24.23.50.18;75.9;914221620
8.24.23.51.57;0;914221642;75.9;8.24.23.51.57;75.9;8.24.23.51.57;75.9;914221642
8.24.23.52.07;1;914221653;75.9;8.24.23.52.07;45.9;8.24.23.52.07;45.9;914221653
8.24.23.53.11;3;914221676;45.9;8.24.23.53.11;45.9;8.24.23.53.11;45.9;914221676
8.24.23.54.18;1;915287364;45.9;8.24.23.54.18;41.9;8.24.23.54.18;41.9;915287364
8.24.23.55.57;0;914221697;41.9;8.24.23.55.57;45.9;8.24.23.55.57;45.9;914221697
8.24.23.56.07;0;914221713;45.9;8.24.23.56.07;55.9;8.24.23.56.07;55.9;914221713
8.24.23.57.11;2;914221728;55.9;8.24.23.57.11;55.9;8.24.23.57.11;55.9;914221728
8.24.23.58.18;0;914221738;55.9;8.24.23.58.18;55.9;8.24.23.58.18;55.9;914221738
8.24.23.59.57;11;914221752;55.9;8.24.23.59.57;55.9;8.24.23.59.57;55.9;914221752
8.24.23.60.07;3;914221780;55.9;8.24.23.60.07;28.9;8.24.23.60.07;28.9;914221780
8.24.23.61.11;2;914221784;28.9;8.24.23.61.11;28.9;8.24.23.61.11;28.9;914221784
8.24.23.62.18;1;914221799;28.9;8.24.23.62.18;28.9;8.24.23.62.18;28.9;914221799
8.24.23.63.57;0;914221810;28.9;8.24.23.63.57;28.9;8.24.23.63.57;28.9;914221810
8.24.23.64.07;0;914221821;28.9;8.24.23.64.07;38.9;8.24.23.64.07;38.9;914221821
8.24.23.65.18;1;915287259;38.9;8.24.23.65.18;38.9;8.24.23.65.18;38.9;915287259
8.24.23.66.10;0;909753350;38.9;8.24.23.66.10;29.9;8.24.23.66.10;29.9;909753350
8.24.23.67.10;0;909753365;29.9;8.24.23.67.10;29.9;8.24.23.67.10;29.9;909753365
8.24.23.68.07;4;909753383;29.9;8.24.23.68.07;49.9;8.24.23.68.07;49.9;909753383
8.24.23.69.18;6;909753396;49.9;8.24.23.69.18;49.9;8.24.23.69.18;49.9;909753396
8.24.23.70.11;2;909752847;49.9;8.24.23.70.11;39.9;8.24.23.70.11;39.9;909752847
8.24.23.71.00;0;909752854;39.9;8.24.23.71.00;39.9;8.24.23.71.00;39.9;909752854
8.24.24.10.00;0;811857452;39.9;8.24.24.10.00;79.9;8.24.24.10.00;79.9;811857452
8.24.26.02.06;0;811857440;79.9;;;;0.0;811857440
8.24.26.03.07;0;811852946;0.0;8.24.26.03.07;69.9;8.24.26.03.07;69.9;811852946
8.24.33.01.17;0;909752798;69.9;8.24.33.01.17;109.9;8.24.33.01.17;109.9;909752798
8.24.33.02.11;0;909752810;109.9;8.24.33.02.11;119.9;8.24.33.02.11;119.9;909752810
8.24.33.03.18;1;909752824;119.9;8.24.33.03.18;109.9;8.24.33.03.18;109.9;909752824
8.24.33.04.20;3;927766959;109.9;;;;0.0;927766959
8.24.33.05.20;3;927766987;0.0;;;;0.0;927766987
8.24.47.01.07;0;811859948;0.0;8.24.47.01.07;39.0;8.24.47.01.07;39.0;811859948
8.24.47.02.18;0;811860013;39.0;;;;0.0;811860013
8.24.47.09.07;0;809540192;0.0;;;;0.0;809540192
8.24.47.10.18;1;809540217;0.0;8.24.47.10.18;39.9;8.24.47.10.18;39.9;809540217
8.24.47.13.07;0;811852625;39.9;;;;0.0;811852625
8.24.47.14.18;0;811852630;0.0;8.24.47.14.18;59.9;8.24.47.14.18;59.9;811852630
8.24.47.15.07;0;811852616;59.9;8.24.47.15.07;59.9;8.24.47.15.07;59.9;811852616
8.24.47.16.18;0;811852621;59.9;;;;0.0;811852621
8.24.47.17.07;4;914215632;0.0;8.24.47.17.07;69.0;8.24.47.17.07;69.0;914215632
8.24.47.18.18;5;914215640;69.0;8.24.47.18.18;69.0;8.24.47.18.18;69.0;914215640
8.24.47.20.07;2;811852541;69.0;8.24.47.20.07;39.0;8.24.47.20.07;39.0;811852541
8.24.47.21.10;1;811852548;39.0;8.24.47.21.10;39.0;8.24.47.21.10;39.0;811852548
8.24.47.22.18;0;811852559;39.0;8.24.47.22.18;39.0;8.24.47.22.18;39.0;811852559
8.24.47.23.07;0;811852569;39.0;;;;0.0;811852569
8.24.47.24.10;0;811852605;0.0;;;;0.0;811852605
8.24.47.25.18;0;811852611;0.0;;;;0.0;811852611
8.24.47.26.07;4;811852705;0.0;8.24.47.26.07;79.9;8.24.47.26.07;79.9;811852705
8.24.47.27.10;3;811852711;79.9;8.24.47.27.10;79.9;8.24.47.27.10;79.9;811852711
8.24.47.28.18;2;811852718;79.9;8.24.47.28.18;79.9;8.24.47.28.18;79.9;811852718
8.24.47.29.07;0;811860148;79.9;8.24.47.29.07;69.9;8.24.47.29.07;69.9;811860148
8.24.47.30.18;0;811860155;69.9;8.24.47.30.18;69.9;8.24.47.30.18;69.9;811860155
8.24.47.31.03;0;811912138;69.9;;;;0.0;811912138
8.24.47.32.06;0;811370802;0.0;;;;0.0;811370802
8.24.47.33.07;1;811818518;0.0;8.24.47.33.07;99.0;8.24.47.33.07;99.0;811818518
8.24.47.34.18;2;811818547;99.0;8.24.47.34.18;99.0;8.24.47.34.18;99.0;811818547
8.24.47.35.06;0;811370996;99.0;;;;0.0;811370996
8.24.47.36.03;0;812011801;0.0;;;;0.0;812011801
8.24.53.02.00;6;811371257;0.0;8.24.53.02.00;259.9;8.24.53.02.00;259.9;811371257
8.24.53.03.00;0;811924075;259.9;8.24.53.03.00;54.9;8.24.53.03.00;54.9;811924075
8.24.53.06.00;0;811924199;54.9;;;;0.0;811924199
8.24.53.09.00;0;811924254;0.0;8.24.53.09.00;119.9;8.24.53.09.00;119.9;811924254
8.24.53.10.07;0;811924057;119.9;;;;0.0;811924057
8.24.53.11.18;0;811924084;0.0;8.24.53.11.18;54.9;8.24.53.11.18;54.9;811924084
8.24.53.12.07;0;811924168;54.9;;;;0.0;811924168
8.24.53.13.18;0;914215708;0.0;8.24.53.13.18;89.9;8.24.53.13.18;89.9;914215708
8.24.53.14.07;0;811924226;89.9;8.24.53.14.07;94.9;8.24.53.14.07;94.9;811924226
8.24.53.15.18;0;811924273;94.9;;;;0.0;811924273
8.24.53.16.18;0;811923818;0.0;8.24.53.16.18;59.9;8.24.53.16.18;59.9;811923818
8.24.53.17.07;0;811923792;59.9;8.24.53.17.07;89.9;8.24.53.17.07;89.9;811923792
8.24.53.18.18;0;811923864;89.9;8.24.53.18.18;109.9;8.24.53.18.18;109.9;811923864
8.24.53.19.07;0;811923835;109.9;8.24.53.19.07;99.9;8.24.53.19.07;99.9;811923835
8.24.53.20.18;0;811923896;99.9;;;;0.0;811923896
8.24.53.21.07;0;811923884;0.0;8.24.53.21.07;119.9;8.24.53.21.07;119.9;811923884
8.24.53.22.00;18;811367564;119.9;8.24.53.22.00;69.9;8.24.53.22.00;69.9;811367564
8.24.53.23.00;0;811367358;69.9;8.24.53.23.00;69.9;8.24.53.23.00;69.9;811367358
8.24.53.24.00;0;811367325;69.9;;;;0.0;811367325
8.24.53.25.00;0;811367368;0.0;8.24.53.25.00;69.9;8.24.53.25.00;69.9;811367368
8.24.53.26.00;0;811367399;69.9;8.24.53.26.00;69.9;8.24.53.26.00;69.9;811367399
8.24.53.27.00;0;811367504;69.9;8.24.53.27.00;69.9;8.24.53.27.00;69.9;811367504
8.24.53.28.00;0;811367427;69.9;8.24.53.28.00;69.9;8.24.53.28.00;69.9;811367427
8.24.53.29.00;0;811860399;69.9;8.24.53.29.00;99.9;8.24.53.29.00;99.9;811860399
8.24.53.30.07;0;811860385;99.9;8.24.53.30.07;99.9;8.24.53.30.07;99.9;811860385
8.24.53.31.18;0;811860410;99.9;8.24.53.31.18;99.9;8.24.53.31.18;99.9;811860410
8.24.53.33.00;0;811857021;99.9;8.24.53.33.00;59.9;8.24.53.33.00;59.9;811857021
8.24.53.37.00;0;811853103;59.9;8.24.53.37.00;79.9;8.24.53.37.00;79.9;811853103
8.24.53.38.00;0;811852950;79.9;8.24.53.38.00;79.9;8.24.53.38.00;79.9;811852950
8.24.53.39.00;0;811853124;79.9;;;;0.0;811853124
8.24.53.40.00;0;811854260;0.0;;;;0.0;811854260
8.24.53.41.11;0;811854251;0.0;;;;0.0;811854251
8.24.53.42.18;0;914215716;0.0;;;;0.0;914215716
8.24.53.43.113;0;811854192;0.0;8.24.53.43.113;79.9;8.24.53.43.113;79.9;811854192
8.24.53.44.00;0;811852670;79.9;8.24.53.44.00;79.9;8.24.53.44.00;79.9;811852670
8.24.53.45.00;0;811852634;79.9;;;;0.0;811852634
8.24.53.47.17;0;811852653;0.0;8.24.53.47.17;79.9;8.24.53.47.17;79.9;811852653
8.24.53.48.11;0;811852688;79.9;8.24.53.48.11;79.9;8.24.53.48.11;79.9;811852688
8.24.53.49.00;0;811854140;79.9;8.24.53.49.00;99.9;8.24.53.49.00;99.9;811854140
8.24.53.50.00;0;811854089;99.9;8.24.53.50.00;99.9;8.24.53.50.00;99.9;811854089
8.24.53.51.17;0;811854099;99.9;;;;0.0;811854099
8.24.53.52.11;0;811854151;0.0;;;;0.0;811854151
8.24.53.53.18;0;914219672;0.0;8.24.53.53.18;199.9;8.24.53.53.18;199.9;914219672
8.24.53.55.18;0;811854017;199.9;8.24.53.55.18;89.9;8.24.53.55.18;89.9;811854017
8.24.53.56.07;0;811853999;89.9;8.24.53.56.07;89.9;8.24.53.56.07;89.9;811853999
8.24.53.59.00;0;914215738;89.9;;;;0.0;914215738
8.24.53.60.00;0;812010393;0.0;8.24.53.60.00;135.9;8.24.53.60.00;135.9;812010393
8.24.53.60.07;0;811854204;135.9;8.24.53.60.07;79.9;8.24.53.60.07;79.9;811854204
8.24.53.63.00;0;811939368;79.9;8.24.53.63.00;94.9;8.24.53.63.00;94.9;811939368
8.24.53.64.00;0;811993535;94.9;8.24.53.64.00;199.9;8.24.53.64.00;199.9;811993535
8.24.53.65.00;0;914215763;199.9;;;;0.0;914215763
8.24.53.66.16;0;811853095;0.0;8.24.53.66.16;79.9;8.24.53.66.16;79.9;811853095
8.24.53.67.11;0;811854389;79.9;8.24.53.67.11;79.9;8.24.53.67.11;79.9;811854389
8.24.53.68.07;0;914216153;79.9;;;;0.0;914216153
8.24.53.69.18;0;811854116;0.0;;;;0.0;811854116
8.24.53.70.08;0;811378856;0.0;;;;0.0;811378856
8.24.53.71.07;0;811924137;0.0;8.24.53.71.07;89.9;8.24.53.71.07;89.9;811924137
8.24.53.72.18;0;811924105;89.9;8.24.53.72.18;89.9;8.24.53.72.18;89.9;811924105
8.24.53.73.00;0;811924318;89.9;;;;0.0;811924318
8.24.53.74.07;0;811924301;0.0;;;;0.0;811924301
8.24.53.75.18;0;811924309;0.0;;;;0.0;811924309
8.24.53.83.69;0;914220812;0.0;8.24.53.83.69;119.9;8.24.53.83.69;119.9;914220812
8.24.53.84.18;0;914216866;119.9;;;;0.0;914216866
8.24.53.85.07;0;914216874;0.0;8.24.53.85.07;119.9;8.24.53.85.07;119.9;914216874
8.24.53.86.69;0;914216886;119.9;8.24.53.86.69;119.9;8.24.53.86.69;119.9;914216886
8.24.53.87.113;0;914216896;119.9;;;;0.0;914216896
8.24.57.01.00;0;811858488;0.0;;;;0.0;811858488
8.24.57.02.00;0;811851714;0.0;;;;0.0;811851714
8.24.57.03.70;0;811863238;0.0;;;;0.0;811863238
8.24.57.04.18;0;811858737;0.0;;;;0.0;811858737
8.24.57.05.07;0;812002060;0.0;;;;0.0;812002060
8.24.57.06.18;0;812002074;0.0;;;;0.0;812002074
8.24.57.07.07;0;811993234;0.0;8.24.57.07.07;39.0;8.24.57.07.07;39.0;811993234
8.24.57.08.18;0;811993186;39.0;8.24.57.08.18;29.9;8.24.57.08.18;29.9;811993186
8.24.57.09.07;0;811858145;29.9;;;;0.0;811858145
8.24.57.10.07;0;811858573;0.0;;;;0.0;811858573
8.24.57.11.18;0;811910268;0.0;8.24.57.11.18;39.0;8.24.57.11.18;39.0;811910268
8.24.57.12.07;0;811910319;39.0;;;;0.0;811910319
8.24.57.13.07;0;811853128;0.0;;;;0.0;811853128
8.24.57.14.11;0;811853164;0.0;;;;0.0;811853164
8.24.57.15.18;1;811853156;0.0;8.24.57.15.18;79.0;8.24.57.15.18;79.0;811853156
8.24.57.16.18;0;811853134;79.0;8.24.57.16.18;89.0;8.24.57.16.18;89.0;811853134
8.24.57.17.07;0;811853169;89.0;8.24.57.17.07;79.0;8.24.57.17.07;79.0;811853169
8.24.57.18.07;0;811999302;79.0;;;;0.0;811999302
8.24.57.19.18;1;811999396;0.0;8.24.57.19.18;79.0;8.24.57.19.18;79.0;811999396
8.24.57.20.07;0;811858269;79.0;;;;0.0;811858269
8.24.57.21.18;0;811858288;0.0;;;;0.0;811858288
8.24.57.22.11;0;811858299;0.0;;;;0.0;811858299
8.24.57.23.18;1;811858256;0.0;8.24.57.23.18;119.9;8.24.57.23.18;119.9;811858256
8.24.57.24.07;0;811858184;119.9;;;;0.0;811858184
8.24.57.25.00;0;811831765;0.0;8.24.57.25.00;19.9;8.24.57.25.00;19.9;811831765
8.24.57.26.07;14;811939827;19.9;8.24.57.26.07;29.0;8.24.57.26.07;29.0;811939827
8.24.57.27.18;0;811993302;29.0;8.24.57.27.18;39.0;8.24.57.27.18;39.0;811993302
8.24.57.28.07;0;811851706;39.0;;;;0.0;811851706
8.24.57.29.08;0;811851710;0.0;;;;0.0;811851710
8.24.57.30.07;0;811863203;0.0;;;;0.0;811863203
8.24.57.31.18;0;811863209;0.0;;;;0.0;811863209
8.24.57.32.18;0;811911927;0.0;;;;0.0;811911927
8.24.57.33.07;0;811862751;0.0;;;;0.0;811862751
8.24.57.34.18;2;811862850;0.0;8.24.57.34.18;59.9;8.24.57.34.18;59.9;811862850
8.24.57.35.18;0;811994007;59.9;8.24.57.35.18;39.0;8.24.57.35.18;39.0;811994007
8.24.57.36.07;0;811993796;39.0;8.24.57.36.07;39.0;8.24.57.36.07;39.0;811993796
8.24.57.37.18;0;809548051;39.0;;;;0.0;809548051
8.24.57.38.07;1;811912378;0.0;8.24.57.38.07;59.0;8.24.57.38.07;59.0;811912378
8.24.57.39.07;3;811863107;59.0;8.24.57.39.07;39.0;8.24.57.39.07;39.0;811863107
8.24.57.40.00;0;811862610;39.0;;;;0.0;811862610
8.24.57.41.00;0;811998063;0.0;;;;0.0;811998063
8.24.57.42.18;3;811863307;0.0;8.24.57.42.18;39.0;8.24.57.42.18;39.0;811863307
8.24.57.43.18;5;811372794;39.0;8.24.57.43.18;69.0;8.24.57.43.18;69.0;811372794
8.24.57.44.00;0;811852329;69.0;;;;0.0;811852329
8.24.57.45.18;0;811861959;0.0;;;;0.0;811861959
8.24.57.46.07;1;811861942;0.0;8.24.57.46.07;55.9;8.24.57.46.07;55.9;811861942
8.24.57.47.18;0;811910208;55.9;;;;0.0;811910208
8.24.57.48.11;3;811372841;0.0;8.24.57.48.11;69.0;8.24.57.48.11;69.0;811372841
8.24.57.49.07;0;811852748;69.0;;;;0.0;811852748
8.24.57.50.07;0;811852781;0.0;8.24.57.50.07;60.9;8.24.57.50.07;60.9;811852781
8.24.57.51.18;0;811852811;60.9;;;;0.0;811852811
8.24.57.52.18;1;811852849;0.0;8.24.57.52.18;60.9;8.24.57.52.18;60.9;811852849
8.24.57.53.00;0;811854076;60.9;8.24.57.53.00;39.0;8.24.57.53.00;39.0;811854076
8.24.57.54.00;0;811854054;39.0;8.24.57.54.00;48.9;8.24.57.54.00;48.9;811854054
8.24.57.55.00;0;811858509;48.9;8.24.57.55.00;69.9;8.24.57.55.00;69.9;811858509
8.24.57.56.00;0;811858528;69.9;8.24.57.56.00;69.9;8.24.57.56.00;69.9;811858528
8.24.57.57.18;0;811858701;69.9;8.24.57.57.18;35.9;8.24.57.57.18;35.9;811858701
8.24.57.58.00;0;811858757;35.9;;;;0.0;811858757
8.24.57.59.18;2;811859598;0.0;8.24.57.59.18;49.0;8.24.57.59.18;49.0;811859598
8.24.57.60.11;2;811859630;49.0;8.24.57.60.11;49.0;8.24.57.60.11;49.0;811859630
8.24.57.61.00;0;811861008;49.0;8.24.57.61.00;44.9;8.24.57.61.00;44.9;811861008
8.24.57.62.00;0;811994193;44.9;8.24.57.62.00;141.9;8.24.57.62.00;141.9;811994193
8.24.57.63.00;2;811994420;141.9;8.24.57.63.00;141.9;8.24.57.63.00;141.9;811994420
8.24.57.64.07;0;811994618;141.9;8.24.57.64.07;141.9;8.24.57.64.07;141.9;811994618
8.24.57.65.18;0;811994968;141.9;8.24.57.65.18;141.9;8.24.57.65.18;141.9;811994968
8.24.57.66.07;0;811996388;141.9;8.24.57.66.07;141.9;8.24.57.66.07;141.9;811996388
8.24.57.67.18;0;811996573;141.9;8.24.57.67.18;141.9;8.24.57.67.18;141.9;811996573
8.24.57.68.11;2;811996724;141.9;8.24.57.68.11;141.9;8.24.57.68.11;141.9;811996724
8.24.57.69.07;1;811996938;141.9;8.24.57.69.07;39.0;8.24.57.69.07;39.0;811996938
8.24.57.70.18;1;811996962;39.0;8.24.57.70.18;39.0;8.24.57.70.18;39.0;811996962
8.24.57.71.03;5;811831684;39.0;8.24.57.71.03;19.9;8.24.57.71.03;19.9;811831684
8.24.57.72.11;3;811851687;19.9;8.24.57.72.11;29.0;8.24.57.72.11;29.0;811851687
8.24.57.73.07;1;811857045;29.0;8.24.57.73.07;46.9;8.24.57.73.07;46.9;811857045
8.24.57.74.10;0;811857057;46.9;8.24.57.74.10;46.9;8.24.57.74.10;46.9;811857057
8.24.57.75.18;3;811857096;46.9;8.24.57.75.18;46.9;8.24.57.75.18;46.9;811857096
8.24.57.76.69;0;811858336;46.9;;;;0.0;811858336
8.24.57.77.69;1;811858379;0.0;8.24.57.77.69;49.0;8.24.57.77.69;49.0;811858379
8.24.57.78.03;5;811864818;49.0;8.24.57.78.03;39.0;8.24.57.78.03;39.0;811864818
8.24.57.79.69;0;811997381;39.0;8.24.57.79.69;29.0;8.24.57.79.69;29.0;811997381
